1,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Kensington Neighbourhood Centre, 18 Anthony Street, Kensington, Victoria 3031",9am to 12pm,7/10/2022,"1\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tKensington Neighbourhood Centre, 18 Anthony Street, Kensington, Victoria 3031\t9am to 12pm\t44841"
2,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Kensington Neighbourhood Centre, 18 Anthony Street, Kensington, VIC 3031",9am to 12pm,14/10/2022,"2\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tKensington Neighbourhood Centre, 18 Anthony Street, Kensington, VIC 3031\t9am to 12pm\t44848"
3,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Kensington Neighbourhood Centre, 18 Anthony Street, Kensington, VIC 3031",9am to 12pm,21/10/2022,"3\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tKensington Neighbourhood Centre, 18 Anthony Street, Kensington, VIC 3031\t9am to 12pm\t44855"
4,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Kensington Neighbourhood Centre, 18 Anthony Street, Kensington, VIC 3031",9am to 12pm,28/10/2022,"4\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tKensington Neighbourhood Centre, 18 Anthony Street, Kensington, VIC 3031\t9am to 12pm\t44862"
5,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Jean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051",,7/02/2023,"5\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tJean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051\t\t44964"
6,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Jean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051",,14/02/2023,"6\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tJean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051\t\t44971"
7,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Jean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051",,21/02/2023,"7\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tJean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051\t\t44978"
8,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Jean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051",,28/02/2023,"8\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tJean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051\t\t44985"
9,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Jean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051",,7/03/2023,"9\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tJean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051\t\t44992"
10,Connect Café,"Free, bookings essential",call 9658 9190 or email healthyageing@melbourne.vic.gov.au,"Our Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.",https://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx,"Jean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051",,14/03/2023,"10\tConnect Café\tFree, bookings essential\tcall 9658 9190 or email healthyageing@melbourne.vic.gov.au\tOur Connect Cafes provide tech help sessions with a trained and skilled Lively Tech Helper. Learn more about how to use your mobile, laptop or tablet to connect better with family and friends and research or discover new interests.\thttps://www.melbourne.vic.gov.au/community/health-support-services/for-older-people/programs-events/Pages/connect-cafe.aspx\tJean McKendry Neighbourhood Centre, 91-111 Melrose St, North Melbourne VIC 3051\t\t44999"
